graph_id,node_id,node_name,node_category,node_text,predicted_ra_id,predicted_ra_name,predicted_score,ground_truth_ra_names,correct,top_k_matches
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_humidifier,Humidifier,device,humidifier category device classifier github dhsystem devices aadl devices humidifier ports hum sensor,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_dehumidifier,Dehumidifier,device,dehumidifier category device classifier github dhsystem devices aadl devices dehumidifier ports dh sensor,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_humidity_sensor,HumiditySensor,device,humidity sensor category device classifier github dhsystem devices aadl devices hum sensor ports hum sensor dh sensor,comp.sensor,Sensor,0.0807505230652903,Sensor,1,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.0807505230652903}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_power_devices,PowerDevices,system,power devices category system classifier github dhsystem devices aadl devices power impl ports dm pow,comp.iotim,IoTIM,0.08899994780896558,Gateway|IoTIM,1,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.08899994780896558}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_switch,Switch,device,switch category device classifier github dhsystem devices aadl devices switch ports sw app sw light,comp.iotim,IoTIM,0.057944682044973814,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.057944682044973814}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_appliances,Appliances,device,appliances category device classifier github dhsystem devices aadl devices appliances ports sw app,comp.iotim,IoTIM,0.06387680382564674,Gateway|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06387680382564674}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_lights,Lights,device,lights category device classifier github dhsystem devices aadl devices lights ports sw light,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_security_devices,SecurityDevices,system,security devices category system classifier github dhsystem devices aadl devices security impl ports dm sec,comp.iotim,IoTIM,0.08899994780896558,Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.08899994780896558}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_alarms,Alarms,device,alarms category device classifier github dhsystem devices aadl devices alarms ports al door al win,comp.iotim,IoTIM,0.05767870336926624,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05767870336926624}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_door_sensor,DoorSensor,device,door sensor category device classifier github dhsystem devices aadl devices door sensor ports al door,comp.iotim,IoTIM,0.053832229470604585,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.053832229470604585}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_window_sensor,WindowSensor,device,window sensor category device classifier github dhsystem devices aadl devices window sensor ports al win,comp.iotim,IoTIM,0.05697340258433362,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05697340258433362}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_thermostat_devices,ThermostatDevices,system,thermostat devices category system classifier github dhsystem devices aadl devices thermo impl ports dm thermo,comp.iotim,IoTIM,0.08899994780896561,Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.08899994780896561}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_hvac,HVAC,device,hvac category device classifier github dhsystem devices aadl devices hvac ports hvac ts,comp.iotim,IoTIM,0.05954013845455254,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05954013845455254}]"
DHsystem_Devices_DHdevices_impl_1.aaxl2,comp_thermostat_sensort,ThermostatSensort,device,thermostat sensort category device classifier github dhsystem devices aadl devices thermo sensor ports hvac ts,comp.iotim,IoTIM,0.06191848898260714,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06191848898260714}]"
DHsystem_Devices_humidity_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports dm hum,comp.application,Application,0.0,Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
DHsystem_Devices_humidity_impl_1.aaxl2,comp_humidifier,Humidifier,device,humidifier category device classifier github dhsystem devices aadl devices humidifier ports hum sensor,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Devices_humidity_impl_1.aaxl2,comp_dehumidifier,Dehumidifier,device,dehumidifier category device classifier github dhsystem devices aadl devices dehumidifier ports dh sensor,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Devices_humidity_impl_1.aaxl2,comp_humidity_sensor,HumiditySensor,device,humidity sensor category device classifier github dhsystem devices aadl devices hum sensor ports hum sensor dh sensor,comp.sensor,Sensor,0.0807505230652903,Sensor,1,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.0807505230652903}]"
DHsystem_Devices_power_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports dm pow,comp.application,Application,0.0,Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
DHsystem_Devices_power_impl_1.aaxl2,comp_switch,Switch,device,switch category device classifier github dhsystem devices aadl devices switch ports sw app sw light,comp.iotim,IoTIM,0.057944682044973814,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.057944682044973814}]"
DHsystem_Devices_power_impl_1.aaxl2,comp_appliances,Appliances,device,appliances category device classifier github dhsystem devices aadl devices appliances ports sw app,comp.iotim,IoTIM,0.06387680382564674,Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06387680382564674}]"
DHsystem_Devices_power_impl_1.aaxl2,comp_lights,Lights,device,lights category device classifier github dhsystem devices aadl devices lights ports sw light,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Devices_security_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports dm sec,comp.application,Application,0.0,Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
